countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
999,04000,Aurora (Total),2019,2615,2846,382563,380055,2.72,145527,139910,5617
999,04935,Basalt (Total),2019,25,111,3934,3934,2.28,2035,1726,309
999,06090,Bennett (Total),2019,115,110,2783,2783,2.89,1007,963,44
999,06255,Berthoud (Total),2019,516,521,9667,9586,2.64,3890,3636,254
999,08070,Bow Mar (Total),2019,0,0,858,858,2.95,298,291,7
999,08675,Brighton (Total),2019,297,265,40288,38683,2.96,13565,13061,504
999,12855,Center (Total),2019,0,0,1961,1961,2.65,860,740,120
999,12910,Central City (Total),2019,0,0,777,777,1.94,530,400,130
999,24950,Erie (Total),2019,655,568,28565,28565,2.98,9847,9587,260
999,32650,Green Mtn Falls (Total),2019,12,0,732,708,2.01,554,353,201
999,39855,Johnstown (Total),2019,389,126,16929,16929,2.81,6274,6030,244
999,45255,Littleton (Total),2019,135,1980,46229,45622,2.23,21391,20414,977
999,45530,Lochbuie (Total),2019,151,151,7730,7730,3.19,2480,2426,54
999,45970,Longmont (Total),2019,1067,1360,97619,96762,2.48,40880,39013,1867
999,54330,Northglenn (Total),2019,10,0,38309,38175,2.71,14586,14093,493
999,75640,Superior (Total),2019,66,66,13006,13006,2.73,4968,4762,206
999,77290,Thornton (Total),2019,993,910,140334,139853,2.89,49840,48426,1414
999,77510,Timnath (Total),2019,415,0,5645,5645,3.21,1933,1760,173
999,83835,Westminster (Total),2019,182,119,116222,115752,2.48,48410,46762,1648
999,85485,Windsor (Total),2019,597,1103,30924,30817,2.75,12043,11216,827
000,00000,COLORADO STATE,2020,38633,0,5784584,5659934,,2501178,,
001,00000,ADAMS COUNTY,2020,2770,0,520433,515957,,187288,,
001,03455,Arvada (Part),2020,8,0,2890,2890,,1158,,
001,04000,Aurora (Part),2020,251,448,47917,46481,,16339,,
001,06090,Bennett (Part),2020,54,62,2480,2480,,927,,
001,08675,Brighton (Part),2020,428,499,39973,39120,,13938,,
001,16495,Commerce City,2020,629,629,62741,62462,,20013,,
001,26270,Federal Heights,2020,0,0,14346,14346,,5574,,
001,45530,Lochbuie (Part),2020,0,0,1,1,,1,,
001,54330,Northglenn (Part),2020,10,5,38015,37779,,14600,,
001,77290,Thornton (Part),2020,880,1043,142221,141526,,50987,,
001,83835,Westminster (Part),2020,213,46,71092,70466,,29820,,
001,99990,Unincorp. Area,2020,297,347,98757,98406,,33931,,
003,00000,ALAMOSA COUNTY,2020,52,0,16371,15411,,7072,,
003,01090,Alamosa,2020,28,23,9814,8913,,4229,,
003,37380,Hooper,2020,0,0,81,81,,47,,
003,99990,Unincorp. Area,2020,24,0,6476,6417,,2796,,
005,00000,ARAPAHOE COUNTY,2020,3285,0,655212,649825,,263241,,
005,04000,Aurora (Part),2020,2076,2119,336463,334398,,130943,,
005,06090,Bennett (Part),2020,9,6,424,424,,138,,
005,08070,Bow Mar (Part),2020,0,0,585,585,,206,,
005,12815,Centennial,2020,110,85,108196,106786,,41598,,
005,13845,Cherry Hills Village,2020,7,7,6431,6431,,2186,,
005,16385,Columbine Valley,2020,10,0,1503,1503,,600,,
005,19630,Deer Trail,2020,61,66,1104,1104,,455,,
005,24785,Englewood,2020,156,199,33665,33184,,17094,,
005,28105,Foxfield,2020,1,2,752,716,,273,,
005,30340,Glendale,2020,0,0,4601,4601,,3106,,
005,33035,Greenwood Village,2020,14,11,15659,15489,,6735,,
005,45255,Littleton (Part),2020,92,24,42594,42054,,20263,,
005,69645,Sheridan,2020,27,3,6091,6091,,2636,,
005,99990,Unincorp. Area,2020,722,521,97144,96459,,37008,,
007,00000,ARCHULETA COUNTY,2020,168,0,13428,13330,,9537,,
007,56860,Pagosa Springs,2020,27,0,1586,1542,,971,,
007,99990,Unincorp. Area,2020,141,122,11842,11788,,8566,,
009,00000,BACA COUNTY,2020,4,0,3478,3424,,1972,,
009,11645,Campo,2020,0,0,102,102,,65,,
009,61315,Pritchett,2020,0,0,111,111,,65,,
009,73330,Springfield,2020,3,0,1325,1271,,737,,
009,79270,Two Buttes,2020,0,0,34,34,,30,,
009,81030,Vilas,2020,0,0,97,97,,37,,
009,82460,Walsh,2020,1,0,536,536,,330,,
009,99990,Unincorp. Area,2020,0,0,1273,1273,,708,,
011,00000,BENT COUNTY,2020,1,0,5477,4071,,2136,,
011,43660,Las Animas,2020,1,1,2280,2210,,1178,,
011,99990,Unincorp. Area,2020,0,0,3197,1861,,958,,
013,00000,BOULDER COUNTY,2020,1900,0,330923,315633,,141291,,
013,07850,Boulder,2020,327,327,108105,94649,,46369,,
013,24950,Erie (Part),2020,250,243,12792,12792,,4333,,
013,39195,Jamestown,2020,0,0,255,255,,130,,
013,41835,Lafayette,2020,178,102,30393,30148,,12481,,
013,45970,Longmont (Part),2020,966,947,97878,97031,,41246,,
013,46355,Louisville,2020,32,21,21183,20827,,8934,,
013,47070,Lyons,2020,1,2,2203,2203,,909,,
013,53175,Nederland,2020,8,33,1482,1475,,772,,
013,75640,Superior (Part),2020,74,74,13107,13107,,5043,,
013,82735,Ward,2020,3,0,129,129,,101,,
013,99990,Unincorp. Area,2020,61,63,43396,43017,,20973,,
014,00000,BROOMFIELD COUNTY,2020,343,0,74494,74013,,31463,,
014,09280,Broomfield,2020,343,676,74494,74013,,31463,,
015,00000,CHAFFEE COUNTY,2020,164,0,19478,18247,,10993,,
015,10105,Buena Vista,2020,22,0,2849,2836,,1571,,
015,60600,Poncha Springs,2020,6,64,953,953,,511,,
015,67280,Salida,2020,48,80,5690,5592,,3303,,
015,99990,Unincorp. Area,2020,88,128,9986,8866,,5608,,
017,00000,CHEYENNE COUNTY,2020,14,0,1744,1722,,929,,
017,14175,Cheyenne Wells,2020,8,1,750,728,,419,,
017,41010,Kit Carson,2020,0,0,254,254,,136,,
017,99990,Unincorp. Area,2020,6,2,740,740,,374,,
019,00000,CLEAR CREEK COUNTY,2020,67,0,9397,9315,,5688,,
019,12910,Central City (Part),2020,0,0,0,0,,0,,
019,24620,Empire,2020,1,0,343,343,,208,,
019,29735,Georgetown,2020,3,2,1123,1084,,760,,
019,38370,Idaho Sprgs,2020,47,86,1802,1772,,948,,
019,70360,Silver Plume,2020,0,0,206,200,,147,,
019,99990,Unincorp. Area,2020,16,18,5923,5916,,3625,,
021,00000,CONEJOS COUNTY,2020,26,0,7454,7395,,4009,,
021,02355,Antonito,2020,0,0,645,641,,377,,
021,42055,La Jara,2020,1,2,728,728,,335,,
021,48060,Manassa,2020,3,0,946,946,,408,,
021,65740,Romeo,2020,1,0,301,301,,127,,
021,67830,Sanford,2020,2,0,879,879,,345,,
021,99990,Unincorp. Area,2020,18,27,3955,3900,,2417,,
023,00000,COSTILLA COUNTY,2020,0,0,3503,3491,,2424,,
023,07190,Blanca,2020,0,3,322,322,,149,,
023,68105,San Luis,2020,0,0,604,592,,344,,
023,99990,Unincorp. Area,2020,0,64,2577,2577,,1931,,
025,00000,CROWLEY COUNTY,2020,2,0,5696,3022,,1509,,
025,18750,Crowley,2020,0,0,165,165,,81,,
025,55705,Olney Springs,2020,0,0,313,313,,155,,
025,56145,Ordway,2020,0,0,1060,1016,,518,,
025,74815,Sugar City,2020,1,1,258,258,,149,,
025,99990,Unincorp. Area,2020,1,0,3900,1270,,606,,
027,00000,CUSTER COUNTY,2020,88,0,4720,4717,,4198,,
027,70250,Silver Cliff,2020,7,0,612,612,,406,,
027,83450,Westcliffe,2020,5,6,430,427,,319,,
027,99990,Unincorp. Area,2020,76,76,3678,3678,,3473,,
029,00000,DELTA COUNTY,2020,66,0,31052,30486,,14794,,
029,12635,Cedaredge,2020,14,0,2290,2290,,1204,,
029,17925,Crawford,2020,0,0,403,403,,214,,
029,19850,Delta,2020,28,3,9052,8884,,3934,,
029,37545,Hotchkiss,2020,5,5,880,880,,434,,
029,55980,Orchard City,2020,15,15,3153,3100,,1469,,
029,57300,Paonia,2020,4,0,1451,1387,,750,,
029,99990,Unincorp. Area,2020,0,0,13823,13542,,6789,,
031,00000,DENVER COUNTY,2020,7330,0,717545,701933,,347042,,
031,20000,Denver,2020,7330,9167,717545,701933,,347042,,
033,00000,DOLORES COUNTY,2020,4,0,2078,2078,,1321,,
033,21265,Dove Creek,2020,0,0,636,636,,331,,
033,64090,Rico,2020,4,6,289,289,,225,,
033,99990,Unincorp. Area,2020,0,4,1153,1153,,765,,
035,00000,DOUGLAS COUNTY,2020,3160,0,360272,358629,,136477,,
035,04000,Aurora (Part),2020,1,237,2638,2638,,1145,,
035,12387,City of Castle Pines,2020,254,255,11209,11176,,4067,,
035,12415,Castle Rock,2020,1013,924,73779,73209,,26845,,
035,43550,Larkspur,2020,2,2,206,206,,104,,
035,45255,Littleton (Part),2020,0,0,640,640,,415,,
035,45955,Lone Tree,2020,47,21,14268,14105,,6592,,
035,57630,Parker,2020,475,480,58847,58525,,21560,,
035,99990,Unincorp. Area,2020,1368,1512,198685,198130,,75749,,
037,00000,EAGLE COUNTY,2020,624,0,55667,55568,,33102,,
037,04110,Avon,2020,290,287,6148,6148,,3874,,
037,04935,Basalt (Part),2020,18,19,2910,2910,,1488,,
037,22200,Eagle,2020,65,37,7484,7403,,2705,,
037,33695,Gypsum,2020,119,124,8084,8084,,2641,,
037,50920,Minturn,2020,2,0,1027,1027,,561,,
037,63265,Red Cliff,2020,9,0,255,255,,137,,
037,80040,Vail,2020,41,15,4808,4800,,7302,,
037,99990,Unincorp. Area,2020,80,79,24951,24941,,14394,,
039,00000,ELBERT COUNTY,2020,196,0,26220,26159,,9858,,
039,23740,Elizabeth,2020,71,71,1725,1712,,639,,
039,40790,Kiowa,2020,3,1,717,700,,310,,
039,70635,Simla,2020,0,0,602,582,,255,,
039,99990,Unincorp. Area,2020,122,112,23176,23165,,8654,,
041,00000,EL PASO COUNTY,2020,5388,0,732366,711877,,288421,,
041,11260,Calhan,2020,0,0,761,761,,331,,
041,16000,Colorado Springs,2020,3834,2095,479828,471759,,201365,,
041,27865,Fountain,2020,201,121,29865,29856,,10353,,
041,32650,Green Mtn. Falls (Part),2020,12,0,622,622,,525,,
041,48445,Manitou Springs,2020,59,4,4857,4854,,2676,,
041,51800,Monument,2020,44,156,10497,10497,,3784,,
041,57025,Palmer Lake,2020,24,9,2639,2639,,1159,,
041,62660,Ramah,2020,0,0,111,111,,63,,
041,99990,Unincorp. Area,2020,1214,1567,203186,190778,,68165,,
043,00000,FREMONT COUNTY,2020,139,0,48881,41006,,20281,,
043,09115,Brookside,2020,0,0,236,236,,103,,
043,11810,Canon City,2020,43,33,17158,15869,,7639,,
043,15330,Coal Creek,2020,2,1,364,364,,159,,
043,27040,Florence,2020,18,10,3830,3715,,1754,,
043,64970,Rockvale,2020,4,5,513,513,,252,,
043,85155,Williamsburg,2020,4,7,733,724,,302,,
043,99990,Unincorp. Area,2020,68,68,26047,19585,,10072,,
045,00000,GARFIELD COUNTY,2020,327,0,61791,60735,,24169,,
045,12030,Carbonate,2020,0,0,0,0,,0,,
045,12045,Carbondale,2020,37,44,6452,6356,,2592,,
045,30780,Glenwood Springs,2020,111,85,10046,9818,,4298,,
045,53395,New Castle,2020,6,10,4925,4925,,1895,,
045,57400,Parachute,2020,2,1,1389,1388,,542,,
045,64255,Rifle,2020,13,13,10438,10265,,3757,,
045,70195,Silt,2020,10,13,3543,3543,,1220,,
045,99990,Unincorp. Area,2020,148,72,24998,24440,,9865,,
047,00000,GILPIN COUNTY,2020,32,0,5823,5775,,3523,,
047,07025,Black Hawk,2020,0,0,125,125,,66,,
047,12910,Central City (Part),2020,0,0,778,778,,530,,
047,99990,Unincorp. Area,2020,32,33,4920,4872,,2927,,
049,00000,GRAND COUNTY,2020,223,0,15748,15536,,16805,,
049,28305,Fraser,2020,21,138,1419,1413,,1459,,
049,31605,Granby,2020,30,101,2151,2151,,1843,,
049,31715,Grand Lake,2020,10,3,407,407,,804,,
049,37600,Hot Sulphur Springs,2020,4,5,683,674,,312,,
049,41560,Kremmling,2020,8,5,1499,1489,,680,,
049,85705,Winter Park,2020,50,149,1036,997,,2770,,
049,99990,Unincorp. Area,2020,101,106,8553,8405,,8937,,
051,00000,GUNNISON COUNTY,2020,193,0,16946,15926,,12220,,
051,18310,Crested Butte,2020,31,10,1643,1643,,1196,,
051,33640,Gunnison,2020,72,42,6551,5559,,2849,,
051,48555,Marble,2020,2,0,132,132,,103,,
051,52570,Mount Crested Butte/G,2020,7,0,938,938,,1394,,
051,59830,Pitkin,2020,0,0,72,72,,170,,
051,99990,Unincorp. Area,2020,81,252,7610,7582,,6508,,
053,00000,HINSDALE COUNTY,2020,9,0,792,792,,1332,,
053,42330,Lake City,2020,3,3,434,434,,444,,
053,99990,Unincorp. Area,2020,6,1,358,358,,888,,
055,00000,HUERFANO COUNTY,2020,37,0,6833,6713,,4690,,
055,44100,La Veta,2020,0,126,860,860,,543,,
055,82350,Walsenburg,2020,0,0,3046,3016,,1618,,
055,99990,Unincorp. Area,2020,37,26,2927,2837,,2529,,
057,00000,JACKSON COUNTY,2020,5,0,1378,1376,,1191,,
057,82130,Walden,2020,1,0,605,603,,352,,
057,99990,Unincorp. Area,2020,4,4,773,773,,839,,
059,00000,JEFFERSON COUNTY,2020,1943,0,583063,574379,,248886,,
059,03455,Arvada (Part),2020,286,316,121510,120818,,50175,,
059,08070,Bow Mar (Part),2020,0,0,266,266,,92,,
059,23135,Edgewater,2020,1,3,4998,4998,,2448,,
059,30835,Golden,2020,7,21,20263,17703,,8527,,
059,42495,Lakeside,2020,0,0,16,16,,11,,
059,43000,Lakewood,2020,915,902,156278,153657,,70816,,
059,45255,Littleton (Part),2020,4,0,2307,2307,,800,,
059,52075,Morrison,2020,0,0,396,269,,131,,
059,52350,Mountain View,2020,1,0,540,540,,274,,
059,75640,Superior (Part),2020,0,0,0,0,,0,,
059,83835,Westminster (Part),2020,137,75,45059,44975,,19116,,
059,84440,Wheat Ridge,2020,50,49,32379,31701,,15483,,
059,99990,Unincorp. Area,2020,541,545,199051,197129,,81013,,
061,00000,KIOWA COUNTY,2020,3,0,1454,1425,,737,,
061,22145,Eads,2020,0,0,675,662,,355,,
061,34740,Haswell,2020,0,0,72,72,,37,,
061,69700,Sheridan Lake,2020,0,0,55,55,,38,,
061,99990,Unincorp. Area,2020,2,3,652,636,,307,,
063,00000,KIT CARSON COUNTY,2020,3,0,7067,6973,,3411,,
063,06530,Bethune,2020,0,0,182,182,,80,,
063,10600,Burlington,2020,0,1,3163,3093,,1470,,
063,26765,Flagler,2020,3,0,567,556,,316,,
063,69040,Seibert,2020,0,0,171,171,,99,,
063,74485,Stratton,2020,0,0,654,641,,315,,
063,81690,Vona,2020,0,0,95,95,,61,,
063,99990,Unincorp. Area,2020,0,0,2235,2235,,1070,,
065,00000,LAKE COUNTY,2020,37,0,7412,7309,,4303,,
065,44320,Leadville,2020,14,0,2630,2617,,1693,,
065,99990,Unincorp. Area,2020,23,0,4782,4692,,2610,,
067,00000,LA PLATA COUNTY,2020,297,0,55668,53928,,28285,,
067,05265,Bayfield,2020,15,13,2843,2824,,1115,,
067,22035,Durango,2020,129,138,19061,17368,,9183,,
067,38535,Ignacio,2020,3,0,851,851,,376,,
067,99990,Unincorp. Area,2020,150,147,32913,32885,,17611,,
069,00000,LARIMER COUNTY,2020,2694,0,359920,348236,,159406,,
069,06255,Berthoud (Part),2020,492,347,10254,10181,,4198,,
069,25115,Estes Park,2020,39,18,5887,5815,,4374,,
069,27425,Fort Collins,2020,948,956,170036,159758,,71860,,
069,39855,Johnstown (Part),2020,6,68,4784,4784,,2144,,
069,46465,Loveland,2020,297,378,76384,75643,,33966,,
069,77510,Timnath (Part),2020,380,384,6741,6741,,2304,,
069,83230,Wellington,2020,175,174,11145,11133,,3972,,
069,85485,Windsor (Part),2020,206,231,7844,7844,,3131,,
069,99990,Unincorp. Area,2020,150,167,66845,66337,,33457,,
071,00000,LAS ANIMAS COUNTY,2020,58,0,14479,13850,,8085,,
071,00760,Aguilar,2020,0,0,456,456,,269,,
071,08345,Branson,2020,0,0,57,57,,46,,
071,15550,Cokedale,2020,1,0,127,127,,91,,
071,40570,Kim,2020,0,0,63,63,,55,,
071,73715,Starkville,2020,0,0,62,62,,41,,
071,78610,Trinidad,2020,30,4,8332,8105,,4300,,
071,99990,Unincorp. Area,2020,26,0,5382,4980,,3283,,
073,00000,LINCOLN COUNTY,2020,14,0,5662,4678,,2360,,
073,03235,Arriba,2020,0,0,201,201,,121,,
073,29680,Genoa,2020,0,0,152,152,,85,,
073,37875,Hugo,2020,6,0,783,741,,382,,
073,44980,Limon,2020,4,4,2035,2003,,943,,
073,99990,Unincorp. Area,2020,3,0,2491,1581,,829,,
075,00000,LOGAN COUNTY,2020,24,0,21203,18354,,8674,,
075,18640,Crook,2020,0,0,133,133,,76,,
075,26875,Fleming,2020,0,0,427,427,,204,,
075,38590,Iliff,2020,0,0,246,246,,117,,
075,50040,Merino,2020,0,0,281,281,,125,,
075,58235,Peetz,2020,0,0,213,213,,106,,
075,73935,Sterling,2020,1,1,13407,10648,,5239,,
075,99990,Unincorp. Area,2020,23,25,6496,6406,,2807,,
077,00000,MESA COUNTY,2020,818,0,155993,152045,,67680,,
077,15605,Collbran,2020,3,0,368,368,,207,,
077,19355,De Beque,2020,3,0,492,488,,213,,
077,28745,Fruita,2020,67,0,13366,13334,,5502,,
077,31660,Grand Junction,2020,344,871,65900,62275,,29643,,
077,56970,Palisade,2020,16,3,2562,2486,,1255,,
077,99990,Unincorp. Area,2020,385,163,73305,73094,,30860,,
079,00000,MINERAL COUNTY,2020,24,0,871,871,,1221,,
079,14765,City of Creede,2020,4,0,259,259,,253,,
079,99990,Unincorp. Area,2020,20,30,612,612,,968,,
081,00000,MOFFAT COUNTY,2020,14,0,13265,13145,,6105,,
081,17760,Craig,2020,7,11,9033,8914,,4042,,
081,20495,Dinosaur,2020,0,0,242,242,,148,,
081,99990,Unincorp. Area,2020,7,11,3990,3989,,1915,,
083,00000,MONTEZUMA COUNTY,2020,26,0,25888,25628,,12302,,
083,17375,Cortez,2020,17,16,8766,8554,,4017,,
083,20770,Dolores,2020,5,4,889,889,,510,,
083,48115,Mancos,2020,4,1,1200,1200,,589,,
083,99990,Unincorp. Area,2020,0,66,15033,14985,,7186,,
085,00000,MONTROSE COUNTY,2020,237,0,42810,42126,,19029,,
085,51745,Montrose,2020,141,142,20380,20071,,9513,,
085,53120,Naturita,2020,0,0,484,484,,260,,
085,54935,Nucla,2020,0,1,584,584,,308,,
085,55540,Olathe,2020,0,0,2017,1676,,617,,
085,99990,Unincorp. Area,2020,96,96,19345,19311,,8331,,
087,00000,MORGAN COUNTY,2020,146,0,29078,28610,,11514,,
087,09555,Brush,2020,6,36,5328,4984,,2134,,
087,27810,Fort Morgan,2020,2,2,11565,11441,,4293,,
087,36610,Hillrose,2020,0,0,311,311,,128,,
087,45695,Log Lane Village,2020,0,0,910,910,,332,,
087,84770,Wiggins,2020,68,75,1444,1444,,580,,
087,99990,Unincorp. Area,2020,70,0,9520,9520,,4047,,
089,00000,OTERO COUNTY,2020,6,0,18668,18262,,8720,,
089,13460,Cheraw,2020,0,0,237,237,,100,,
089,27975,Fowler,2020,2,2,1252,1206,,616,,
089,42110,La Junta,2020,1,1,7300,7055,,3330,,
089,48500,Manzanola,2020,0,0,341,341,,176,,
089,65190,Rocky Ford,2020,0,0,3873,3769,,1854,,
089,75970,Swink,2020,1,1,604,604,,285,,
089,99990,Unincorp. Area,2020,2,6,5061,5050,,2359,,
091,00000,OURAY COUNTY,2020,61,40,4876,4876,,3326,,
091,56420,Ouray,2020,12,0,895,895,,752,,
091,64200,Ridgway,2020,14,17,1185,1185,,632,,
091,99990,Unincorp. Area,2020,35,0,2796,2796,,1942,,
093,00000,PARK COUNTY,2020,174,0,17416,17390,,14154,,
093,01530,Alma,2020,1,0,296,296,,180,,
093,25610,Fairplay,2020,1,10,727,727,,411,,
093,99990,Unincorp. Area,2020,172,163,16393,16367,,13563,,
095,00000,PHILLIPS COUNTY,2020,5,0,4523,4453,,2026,,
095,34960,Haxtun,2020,1,0,979,960,,493,,
095,37270,Holyoke,2020,3,3,2343,2292,,1006,,
095,57245,Paoli,2020,0,0,51,51,,23,,
095,99990,Unincorp. Area,2020,1,0,1150,1150,,504,,
097,00000,PITKIN COUNTY,2020,57,0,17355,17308,,13260,,
097,03620,Aspen,2020,19,0,6978,6962,,6197,,
097,04935,Basalt (Part),2020,6,28,1080,1080,,584,,
097,71755,Snowmass Village,2020,4,5,3096,3086,,2602,,
097,99990,Unincorp. Area,2020,28,80,6201,6180,,3877,,
099,00000,PROWERS COUNTY,2020,3,0,12012,11651,,5438,,
099,31550,Granada,2020,0,0,446,446,,203,,
099,34520,Hartman,2020,0,0,56,56,,32,,
099,37215,Holly,2020,0,0,838,804,,358,,
099,43110,Lamar,2020,2,3,7693,7374,,3447,,
099,85045,Wiley,2020,0,0,438,438,,195,,
099,99990,Unincorp. Area,2020,1,1,2541,2533,,1203,,
101,00000,PUEBLO COUNTY,2020,488,0,168311,164967,,72144,,
101,07795,Boone,2020,1,0,305,303,,145,,
101,62000,Pueblo,2020,334,145,111758,108669,,48857,,
101,66895,Rye,2020,1,0,206,206,,116,,
101,99990,Unincorp. Area,2020,152,329,56042,55789,,23026,,
103,00000,RIO BLANCO COUNTY,2020,9,0,6521,6301,,3279,,
103,49875,Meeker,2020,0,3,2372,2335,,1140,,
103,62880,Rangely,2020,0,0,2290,2112,,1118,,
103,99990,Unincorp. Area,2020,9,13,1859,1854,,1021,,
105,00000,RIO GRANDE COUNTY,2020,18,0,11536,11402,,6533,,
105,12855,Center (Part),2020,0,0,44,44,,53,,
105,19795,Del Norte,2020,2,0,1458,1412,,813,,
105,51635,Monte Vista,2020,5,0,4246,4209,,1955,,
105,72395,South Fork,2020,2,0,509,509,,551,,
105,99990,Unincorp. Area,2020,9,14,5279,5228,,3161,,
107,00000,ROUTT COUNTY,2020,250,0,24834,24483,,16572,,
107,35070,Hayden,2020,12,0,1934,1905,,847,,
107,55155,Oak Creek,2020,8,0,886,886,,495,,
107,73825,Steamboat Springs,2020,153,0,13167,12857,,10057,,
107,86475,Yampa,2020,3,0,398,398,,204,,
107,99990,Unincorp. Area,2020,73,244,8449,8437,,4969,,
109,00000,SAGUACHE COUNTY,2020,70,0,6390,6374,,3760,,
109,07571,Bonanza City,2020,1,0,17,17,,27,,
109,12855,Center (Part),2020,0,0,1887,1887,,807,,
109,18420,Crestone,2020,3,6,144,144,,109,,
109,51250,Moffat,2020,0,0,108,108,,64,,
109,67005,Saguache,2020,0,0,531,522,,327,,
109,99990,Unincorp. Area,2020,66,67,3703,3696,,2426,,
111,00000,SAN JUAN COUNTY,2020,7,0,711,711,,781,,
111,70580,Silverton,2020,4,13,627,627,,523,,
111,99990,Unincorp. Area,2020,3,1,84,84,,258,,
113,00000,SAN MIGUEL COUNTY,2020,51,0,8055,8050,,6564,,
113,52550,Mountain Village,2020,13,5,1260,1260,,1708,,
113,54880,Norwood,2020,2,0,535,535,,253,,
113,55870,Ophir,2020,1,0,196,196,,81,,
113,68655,Sawpit,2020,0,0,38,38,,18,,
113,76795,Telluride,2020,15,24,2604,2604,,2271,,
113,99990,Unincorp. Area,2020,20,21,3422,3417,,2233,,
115,00000,SEDGWICK COUNTY,2020,2,0,2391,2352,,1343,,
115,39965,Julesburg,2020,0,0,1298,1259,,702,,
115,56475,Ovid,2020,0,0,270,270,,164,,
115,68930,Sedgwick,2020,0,0,171,171,,112,,
115,99990,Unincorp. Area,2020,2,1,652,652,,365,,
117,00000,SUMMIT COUNTY,2020,401,0,30996,30417,,31416,,
117,07410,Blue River,2020,8,0,872,872,,761,,
117,08400,Breckenridge,2020,39,0,5050,5029,,7364,,
117,20440,Dillon,2020,6,0,1064,1064,,1377,,
117,28690,Frisco,2020,91,11,2900,2892,,3352,,
117,51690,Montezuma,2020,0,0,74,74,,57,,
117,70525,Silverthorne,2020,180,130,4431,4408,,2582,,
117,99990,Unincorp. Area,2020,76,132,16605,16078,,15923,,
119,00000,TELLER COUNTY,2020,120,0,24745,24581,,13346,,
119,18530,Cripple Creek,2020,0,0,1155,1095,,698,,
119,32650,Green Mtn. Falls (Part),2020,0,0,24,24,,30,,
119,80865,Victor,2020,0,0,379,379,,275,,
119,86090,Woodland Park,2020,29,29,7934,7917,,3647,,
119,99990,Unincorp. Area,2020,91,91,15253,15166,,8696,,
121,00000,WASHINGTON COUNTY,2020,10,0,4811,4645,,2278,,
121,00925,Akron,2020,2,1,1750,1584,,827,,
121,56365,Otis,2020,1,0,511,511,,234,,
121,99990,Unincorp. Area,2020,7,7,2550,2550,,1217,,
123,00000,WELD COUNTY,2020,3942,0,331423,326233,,120949,,
123,03950,Ault,2020,55,0,1885,1885,,743,,
123,06255,Berthoud (Part),2020,5,0,261,261,,71,,
123,08675,Brighton (Part),2020,9,1,365,365,,129,,
123,19080,Dacono,2020,72,0,6345,6345,,2174,,
123,22860,Eaton,2020,66,77,5848,5848,,2165,,
123,24950,Erie (Part),2020,322,357,17622,17622,,6145,,
123,25280,Evans,2020,175,107,22219,22186,,8067,,
123,26600,Firestone,2020,420,420,16665,16660,,5716,,
123,27700,Fort Lupton,2020,50,45,7980,7950,,2743,,
123,28360,Frederick,2020,285,279,14701,14701,,5012,,
123,29185,Garden City,2020,0,0,254,254,,126,,
123,29955,Gilcrest,2020,0,0,1028,1028,,348,,
123,32155,Greeley,2020,867,948,109296,104582,,40797,,
123,33310,Grover,2020,0,0,157,157,,85,,
123,37820,Hudson,2020,1,4,1653,1653,,612,,
123,39855,Johnstown (Part),2020,80,19,12552,12552,,4312,,
123,40185,Keenesburg,2020,4,4,1251,1226,,515,,
123,40515,Kersey,2020,7,0,1494,1494,,552,,
123,43605,La Salle,2020,0,0,2357,2357,,841,,
123,45530,Lochbuie (Part),2020,144,145,8190,8190,,2599,,
123,45970,Longmont (Part),2020,0,0,1297,1275,,665,,
123,49600,Mead,2020,6,0,4777,4777,,1587,,
123,50480,Milliken,2020,108,164,8456,8456,,2862,,
123,54330,Northglenn (Part),2020,0,0,25,25,,8,,
123,55045,Nunn,2020,0,0,504,504,,205,,
123,59005,Pierce,2020,0,0,1096,1096,,426,,
123,60160,Platteville,2020,1,0,2953,2953,,1034,,
123,63045,Raymer,2020,1,0,110,110,,48,,
123,69150,Severance,2020,413,485,8029,8029,,2686,,
123,77290,Thornton (Part),2020,0,0,0,0,,0,,
123,77510,Timnath (Part),2020,4,0,5,5,,2,,
123,85485,Windsor (Part),2020,692,817,25479,25170,,9970,,
123,99990,Unincorp. Area,2020,156,164,46569,46517,,17704,,
125,00000,YUMA COUNTY,2020,5,0,9977,9759,,4315,,
125,23025,Eckley,2020,0,0,231,231,,110,,
125,86310,Wray,2020,1,0,2369,2196,,1004,,
